sample_old,tot,het,period_2,period_3,period_4,period_5,period_6
HG01272,34052,24923,19655,3601,8084,2365,347
HG01148,32831,22224,19094,3412,7740,2256,329
HG01277,32649,22826,18997,3378,7753,2202,319
HG01354,32976,23458,19206,3402,7868,2174,326
HG01162,33493,24184,19351,3481,8073,2246,342
HG01359,33140,23675,19261,3412,7874,2254,339
HG01167,34430,25296,19834,3689,8193,2343,371
HG01066,33323,23872,19280,3510,7961,2227,345
HG01366,33216,23996,19192,3459,7944,2286,335
HG01073,33190,23792,19338,3410,7844,2260,338
HG01378,32708,23063,19067,3423,7679,2214,325
HG01080,33468,23973,19406,3464,7961,2279,358
HG01085,33682,24544,19490,3502,8038,2307,345
HG01392,33933,24818,19656,3521,8087,2306,363
HG01092,34546,25790,19892,3638,8264,2385,367
HG01049,34641,25915,19868,3652,8343,2423,355
HG01097,33464,24087,19420,3461,7960,2269,354
HG01051,34241,25258,19658,3634,8189,2391,369
HG01105,33152,23843,19306,3418,7802,2286,340
HG01063,35435,26800,20258,3749,8634,2456,338
HG01174,33096,23461,19221,3460,7825,2258,332
HG01198,33808,23873,19530,3536,8088,2317,337
HG01070,33135,23633,19200,3430,7916,2255,334
HG01075,33231,23948,19314,3394,7921,2241,361
HG01251,32882,23427,19141,3412,7801,2195,333
HG01256,32728,23330,19067,3384,7731,2206,340
HG00692,32520,22380,19065,3302,7634,2183,336
HG00708,32440,22392,18932,3314,7650,2208,336
HG00705,32425,22311,19063,3364,7530,2154,314
HG00734,33529,24113,19437,3529,7927,2266,370
HG00717,32320,22256,18994,3326,7547,2129,324
HG00739,33178,23819,19198,3467,7907,2277,329
HG01284,33297,23993,19296,3552,7869,2242,338
HG01311,33476,24198,19451,3463,7956,2261,345
HG01323,33761,24539,19555,3522,8019,2306,359
HG01028,32693,22502,19161,3366,7633,2208,325
HG01342,35485,26730,20249,3807,8596,2455,378
HG01047,33250,23931,19299,3453,7919,2249,330
HG01054,33174,23842,19312,3435,7861,2230,336
HG01599,32216,22208,18935,3295,7493,2182,311
HG01061,33327,23931,19352,3509,7843,2275,348
HG01602,32892,23086,19127,3421,7781,2232,331
HG01383,32836,22969,19030,3455,7828,2201,322
HG01607,32909,23409,19196,3397,7749,2237,330
HG01390,34676,25640,19985,3612,8284,2421,374
HG01395,33160,23809,19206,3489,7834,2283,348
HG01619,32947,23459,19196,3412,7786,2219,334
HG01403,33902,24866,19584,3553,8049,2369,347
HG01626,32841,23485,19126,3393,7755,2231,336
HG01275,32445,21928,18916,3336,7652,2196,345
HG01486,32888,23397,19088,3471,7771,2232,326
HG01302,33586,24400,19419,3548,7984,2290,345
HG01504,32834,23274,19104,3408,7752,2247,323
HG01498,32999,23047,19169,3450,7826,2231,323
HG01509,32767,23305,19152,3378,7722,2168,347
HG01501,32959,23534,19177,3437,7765,2246,334
HG01506,32807,23142,19098,3370,7826,2166,347
HG01516,32577,22770,18972,3400,7689,2202,314
HG01513,32512,22998,18910,3295,7751,2222,334
HG01518,32651,22863,19056,3372,7704,2190,329
HG01528,32787,23173,19074,3423,7731,2199,360
HG01597,32484,22326,19150,3339,7563,2098,334
HG01525,32845,23491,19075,3427,7790,2227,326
HG01600,32551,22516,18985,3331,7715,2193,327
HG01605,32588,23024,19010,3354,7722,2158,344
HG01537,32590,23015,19035,3378,7701,2140,336
HG01612,32771,23239,19037,3379,7766,2241,348
HG01530,32768,23329,19111,3415,7672,2226,344
HG01405,33582,24400,19451,3532,7934,2319,346
HG01566,32516,22427,19017,3345,7664,2170,320
HG01412,33448,24368,19376,3549,7930,2248,345
HG01431,33463,24302,19427,3415,8036,2252,333
HG01578,32636,22584,19020,3391,7729,2167,329
HG01443,32892,22986,19112,3402,7773,2269,336
HG01617,32764,23138,19128,3432,7623,2246,335
HG01455,33082,23587,19248,3435,7809,2237,353
HG01624,33036,23537,19120,3499,7861,2223,333
HG01462,34664,25784,19838,3683,8341,2418,384
HG01474,32759,23157,19082,3437,7732,2169,339
HG01631,32728,23197,19024,3371,7795,2208,330
HG01479,33069,23663,19152,3418,7889,2256,354
HG01551,35539,26890,20266,3816,8555,2525,377
HG01556,34349,25165,19722,3629,8267,2374,357
HG01489,32613,23031,19054,3393,7676,2174,316
HG01491,32376,21967,18963,3337,7582,2162,332
HG01669,32967,23411,19165,3417,7810,2240,335
HG01679,32666,22442,18972,3375,7793,2201,325
HG01676,32827,23280,19090,3364,7790,2240,343
HG01686,32785,23233,19100,3387,7783,2202,313
HG01695,33109,23614,19315,3472,7738,2234,350
HG01708,32898,23561,19186,3412,7780,2202,318
HG01768,32877,23229,19116,3401,7771,2252,337
HG01710,32990,23523,19163,3444,7828,2215,340
HG01770,32718,23193,19078,3349,7709,2244,338
HG01746,32920,23336,19152,3400,7807,2228,333
HG01775,32794,23190,19103,3419,7692,2243,337
HG01765,32745,23188,19063,3385,7768,2212,317
HG01441,32822,23139,19158,3374,7749,2196,345
HG02009,37905,29437,21199,4174,9352,2758,422
HG01465,32697,22859,19080,3328,7713,2239,337
HG02016,32256,22329,18888,3347,7562,2129,330
HG02023,32481,22409,19093,3352,7595,2103,338
HG01756,32813,23395,19162,3360,7767,2191,333
HG01777,32886,23429,19121,3447,7783,2193,342
HG01784,32840,23135,19097,3408,7777,2204,354
HG01789,32552,22723,18981,3351,7651,2234,335
HG01953,31926,20718,18674,3312,7484,2143,313
HG01791,32518,22972,18867,3414,7721,2180,336
HG01958,38267,29913,21544,4128,9413,2791,391
HG01796,32343,22410,18966,3319,7614,2113,331
HG01974,31598,20057,18465,3219,7465,2126,323
HG01965,32998,23260,19092,3449,7869,2230,358
HG01979,32271,21727,18844,3290,7650,2152,335
HG01977,32013,21069,18708,3331,7530,2115,329
HG01986,38002,29373,21169,4183,9429,2784,437
HG01989,38119,29487,21258,4245,9436,2769,411
HG01892,32614,22215,18962,3383,7745,2203,321
HG01927,31645,20371,18558,3260,7394,2101,332
HG01912,38376,29537,21394,4197,9566,2797,422
HG01917,31841,20816,18620,3308,7488,2096,329
HG01939,32283,21682,18869,3328,7602,2165,319
HG01924,33026,23167,19233,3431,7753,2274,335
HG01941,32442,21812,18979,3326,7627,2185,325
HG01866,32506,22326,19062,3354,7563,2196,331
HG01864,32545,22526,19101,3328,7602,2189,325
HG01873,32303,22096,18959,3270,7563,2193,318
HG01869,32196,22216,18870,3328,7517,2170,311
HG01878,32474,22349,18948,3390,7641,2164,331
HG01871,32597,22453,19159,3347,7575,2190,326
HG01880,36674,28344,20855,3918,8966,2542,393
HG01883,38195,29638,21453,4125,9350,2803,464
HG01885,38854,30309,21648,4207,9683,2861,455
HG02019,32487,22311,18967,3363,7637,2160,360
HG01948,33793,24376,19535,3499,8054,2363,342
HG01950,32256,21528,18796,3383,7580,2183,314
HG02026,32243,22041,18868,3299,7599,2152,325
HG02040,32465,22457,18993,3343,7595,2211,323
HG00158,32799,23305,19174,3372,7701,2210,342
HG01967,32240,21993,18718,3366,7629,2209,318
HG00160,32511,22911,18923,3361,7651,2243,333
HG01936,32566,22346,19012,3385,7657,2167,345
HG01890,38161,29645,21332,4122,9470,2797,440
HG00177,32401,22628,18908,3390,7597,2161,345
HG00189,32511,22796,18998,3321,7693,2193,306
HG01842,32493,22505,19055,3327,7617,2164,330
HG01915,38394,29789,21495,4206,9491,2756,446
HG00235,32709,23113,19047,3376,7707,2250,329
HG01847,32442,22297,19076,3315,7559,2161,331
HG01991,32148,21582,18688,3337,7596,2193,334
HG00242,32871,23286,19152,3405,7716,2255,343
HG01859,32306,22151,19003,3254,7560,2155,334
HG02002,31947,21173,18718,3313,7446,2147,323
HG01861,32336,22267,18902,3289,7656,2149,340
HG02014,38068,29611,21306,4106,9429,2792,435
HG00254,32695,23146,18995,3422,7710,2215,353
HG01804,32510,22360,18994,3361,7682,2156,317
HG01840,32459,22393,19081,3308,7590,2145,335
HG00259,32679,23164,19039,3388,7689,2229,334
HG01809,32354,21971,18971,3309,7551,2204,319
HG01845,32539,22445,19053,3367,7608,2187,324
HG00261,32355,22714,18865,3396,7615,2132,347
HG01811,32156,21845,18906,3276,7486,2175,313
HG01852,32614,22588,19136,3317,7619,2208,334
HG00266,32693,23041,19113,3359,7706,2198,317
HG01816,31446,19409,18431,3212,7365,2112,326
HG01857,32366,22299,18914,3343,7626,2161,322
HG00273,32634,22903,19008,3386,7696,2207,337
HG02282,37916,29665,21322,4124,9303,2754,413
HG01794,32307,21978,18940,3369,7533,2132,333
HG00278,32598,22869,19074,3398,7625,2161,340
HG01799,32256,21974,18908,3334,7527,2163,324
HG00280,32613,22909,18991,3363,7704,2206,349
HG02299,31626,20508,18498,3273,7427,2125,303
HG01802,32482,22397,18959,3339,7676,2166,342
HG00285,32366,22347,18934,3298,7604,2206,324
HG01807,32465,22342,19039,3402,7573,2139,312
HG00103,32560,22827,18952,3382,7720,2159,347
HG02307,38395,29718,21504,4214,9416,2822,439
HG02076,32315,22355,18977,3292,7606,2106,334
HG00108,32617,23170,18992,3430,7689,2183,323
HG02143,38354,29825,21527,4144,9499,2747,437
HG00110,32309,22092,18818,3376,7643,2141,331
HG02088,32564,22561,19150,3298,7607,2179,330
HG00115,32574,22994,19039,3390,7649,2170,326
HG02150,31506,19997,18475,3244,7397,2065,325
HG02090,33190,23460,19212,3431,7914,2290,343
HG00122,32599,23134,18984,3386,7705,2191,333
HG02155,32361,22154,19020,3349,7542,2129,321
HG02095,38566,29903,21616,4166,9512,2834,438
HG00127,32541,22858,18987,3385,7657,2185,327
HG02028,32436,22311,18951,3296,7656,2208,325
HG02278,31758,20421,18625,3277,7426,2136,294
HG00139,32611,22992,19013,3377,7723,2165,333
HG02035,32431,22394,19040,3313,7573,2185,320
HG02285,32219,21511,18832,3347,7579,2145,316
HG00141,32655,23090,19063,3391,7714,2149,338
HG02047,32492,22546,19025,3333,7600,2204,330
HG02292,31783,20726,18595,3265,7470,2135,318
HG00146,32641,23284,19105,3364,7640,2208,324
HG02054,38091,29434,21279,4164,9456,2760,432
HG02139,32463,22410,18947,3383,7641,2163,329
HG00324,32465,22370,18909,3384,7676,2163,333
HG02061,32317,22266,18984,3302,7581,2111,339
HG02141,32563,22451,19051,3361,7588,2221,342
HG00329,32504,22845,18991,3375,7632,2180,326
HG02073,32319,22158,18988,3291,7519,2184,337
HG02146,31334,19548,18343,3245,7357,2074,315
HG00331,32699,23119,19111,3352,7686,2219,331
HG02078,32041,21933,18761,3332,7460,2189,299
HG02153,32354,22041,19064,3285,7576,2107,322
HG00336,32724,22979,19143,3364,7711,2184,322
HG02179,32503,22603,19083,3351,7611,2141,317
HG02052,38379,29744,21451,4181,9485,2830,432
HG00343,32685,23053,19011,3476,7681,2180,337
HG02181,32519,22520,19079,3352,7608,2180,300
HG02057,32270,22190,18926,3268,7553,2198,325
HG00350,32676,23115,19088,3320,7721,2208,339
HG02186,32391,22217,18973,3307,7654,2128,329
HG02064,32447,22387,19060,3329,7559,2166,333
HG00355,32703,23020,19014,3425,7740,2192,332
HG02069,32294,22377,18941,3344,7528,2159,322
HG00362,32611,22979,19002,3383,7707,2200,319
HG02220,32681,23238,19042,3435,7712,2174,318
HG00367,32535,22846,18910,3354,7755,2201,315
HG00475,32322,22288,18888,3344,7580,2165,345
HG02085,32348,22304,18890,3382,7556,2183,337
HG02259,31471,19829,18409,3243,7421,2076,322
HG02105,31206,19783,18307,3202,7379,2005,313
HG02266,31637,20377,18499,3208,7475,2131,324
HG02131,32850,22832,19180,3404,7749,2181,336
HG00533,32397,22217,18973,3319,7608,2180,317
HG02136,32487,22422,19041,3333,7571,2216,326
HG02108,37950,29407,21271,4166,9324,2762,427
HG02122,32447,22390,18917,3316,7681,2196,337
HG02232,32736,23198,18976,3450,7754,2223,333
HG02127,32361,22157,18867,3352,7647,2171,324
HG00557,32569,22485,19062,3365,7613,2191,338
HG02134,32425,22542,18952,3311,7624,2206,332
HG00583,32436,22380,18956,3347,7624,2173,336
HG02256,37608,29133,21121,4127,9234,2732,394
HG02312,32487,22521,18965,3329,7714,2153,326
HG00379,32465,22771,18908,3397,7672,2178,310
HG02275,31521,19824,18452,3193,7423,2150,303
HG02317,38482,29762,21431,4176,9595,2852,428
HG00381,32390,22718,18830,3421,7627,2169,343
HG02343,37812,29171,21307,4102,9330,2658,415
HG00406,32382,22463,18979,3322,7591,2173,317
HG02223,32734,23215,19011,3333,7810,2242,338
HG02624,38750,29902,21613,4192,9629,2898,418
HG02230,32655,23111,18941,3413,7709,2250,342
HG02629,39063,30367,21748,4284,9713,2879,439
HG02235,32666,23053,18994,3393,7743,2224,312
HG00437,32442,22443,19025,3358,7549,2173,337
HG02165,32286,22187,18895,3327,7550,2158,356
HG02643,38601,29771,21518,4189,9664,2808,422
HG02184,32517,22515,19071,3315,7665,2141,325
HG00449,32356,22206,18980,3328,7568,2144,336
HG02648,32701,22391,19017,3400,7749,2204,331
HG00451,32365,22216,19049,3311,7489,2188,328
HG00463,32496,22321,19043,3309,7640,2175,329
HG02655,32406,21569,18867,3311,7690,2206,332
HG02691,33136,23312,19312,3400,7812,2277,335
HG02696,33377,23960,19384,3466,7910,2275,342
HG00641,33190,23674,19247,3449,7936,2215,343
HG02561,38697,29989,21660,4299,9512,2799,427
HG00653,32350,22340,19065,3277,7534,2171,303
HG02573,38590,29846,21566,4200,9542,2841,441
HG02716,38654,29814,21533,4214,9634,2827,446
HG02580,38298,29723,21478,4153,9453,2796,418
HG00672,32091,21971,18746,3321,7574,2134,316
HG02585,38359,29733,21397,4206,9490,2789,477
HG02728,33140,23422,19451,3377,7765,2214,333
HG00684,32448,22425,19035,3372,7595,2148,298
HG02597,33101,23413,19300,3379,7851,2225,346
HG02603,33047,23283,19224,3456,7799,2243,325
HG00689,32399,22416,18976,3326,7580,2189,328
HG02600,33234,23730,19292,3478,7857,2266,341
HG02610,38952,30025,21712,4249,9696,2874,421
HG00867,32620,22465,19122,3376,7593,2197,332
HG02667,38021,28310,21230,4137,9494,2751,409
HG00879,32527,22377,19044,3328,7658,2179,318
HG02679,38707,29825,21593,4246,9567,2857,444
HG02634,38724,29722,21615,4259,9631,2792,427
HG00881,32476,22257,19080,3284,7653,2138,321
HG02681,33004,23510,19226,3455,7762,2223,338
HG02646,38552,29630,21491,4232,9629,2787,413
HG00956,32496,22324,19002,3363,7625,2175,331
HG02557,38856,30031,21641,4268,9689,2832,426
HG00982,32473,22226,19093,3361,7570,2122,327
HG01029,32571,22354,19040,3355,7622,2209,345
HG02427,38414,29726,21434,4182,9538,2832,428
HG02571,38891,30017,21699,4278,9599,2872,443
HG01031,32316,22146,19004,3320,7484,2184,324
HG02439,38557,29807,21530,4251,9511,2843,422
HG02583,38807,29993,21578,4299,9665,2822,443
HG01048,33573,24312,19442,3491,8008,2288,344
HG02465,38715,29733,21629,4257,9565,2836,428
HG02588,38647,29813,21503,4227,9626,2826,465
HG02477,38121,29485,21344,4124,9434,2788,431
HG01055,33754,24675,19364,3593,8149,2294,354
HG02484,38463,29916,21414,4204,9558,2836,451
HG02595,38682,29693,21635,4223,9600,2781,443
HG02489,38240,29535,21391,4178,9477,2777,417
HG02420,36917,28789,20860,3977,9027,2665,388
HG00704,32185,22163,18866,3303,7518,2157,341
HG02491,33195,23675,19294,3430,7824,2295,352
HG02425,32883,22971,19140,3387,7773,2237,346
HG02496,38628,30085,21605,4272,9586,2748,417
HG02449,38537,29786,21494,4297,9532,2775,439
HG02511,38699,30045,21577,4265,9551,2858,448
HG00728,32224,22362,18951,3301,7520,2133,319
HG02348,31916,20939,18651,3262,7517,2160,326
HG02554,38583,29983,21603,4223,9522,2778,457
HG02355,32213,22100,18794,3343,7599,2151,326
HG00742,33272,23798,19316,3417,7923,2245,371
HG02367,32275,22087,18901,3312,7588,2142,332
HG00759,32415,22129,19010,3319,7622,2131,333
HG02390,32272,22101,18980,3259,7569,2137,327
HG02374,32555,22496,19004,3345,7681,2213,312
HG00766,32453,22489,18999,3290,7626,2208,330
HG02395,32619,22397,19045,3342,7697,2210,325
HG02379,32249,21961,18882,3368,7512,2169,318
HG00590,32606,22579,19037,3315,7718,2200,336
HG02408,32485,22234,19032,3325,7637,2167,324
HG00595,32376,22388,18955,3330,7598,2172,321
HG02410,32375,22379,19006,3302,7587,2170,310
HG00608,32482,22475,19040,3324,7608,2190,320
HG02314,38703,30054,21556,4278,9605,2851,413
HG02658,31889,20020,18618,3303,7484,2147,337
HG00610,32299,22320,18935,3296,7607,2131,330
HG02660,32832,22772,19138,3408,7751,2196,339
HG02345,33226,23829,19380,3500,7761,2240,345
HG00622,32524,22340,19023,3361,7635,2178,327
HG02364,32495,22268,19065,3314,7647,2153,316
HG02684,32137,20154,18819,3329,7476,2179,334
HG02371,32280,22071,18997,3248,7562,2144,329
HG02502,37961,29355,21279,4157,9366,2759,400
HG00634,32347,22223,18905,3323,7585,2222,312
HG02383,32312,22078,18999,3299,7509,2173,332
HG01170,33515,24381,19328,3481,8064,2295,347
HG02819,38904,29980,21687,4234,9731,2820,432
HG02521,32456,22309,19031,3357,7560,2188,320
HG01182,33808,24553,19592,3557,8014,2301,344
HG02545,38417,29786,21467,4166,9577,2798,409
HG01187,33794,24659,19488,3549,8112,2288,357
HG02840,38500,29641,21494,4135,9610,2818,443
HG02470,38646,30080,21676,4156,9559,2815,440
HG02852,38384,29440,21516,4184,9442,2808,434
HG02494,33174,23681,19250,3499,7855,2241,329
HG02386,32258,22334,18838,3340,7576,2185,319
HG01257,32732,22992,19038,3388,7739,2201,366
HG02398,32310,22136,18874,3308,7593,2200,335
HG01067,33306,24002,19293,3460,7938,2244,371
HG02401,32525,22341,19056,3381,7593,2163,332
HG02888,38658,29907,21549,4207,9625,2842,435
HG02406,32039,21994,18742,3303,7547,2142,305
HG01079,33937,24685,19623,3510,8119,2346,339
HG02890,38467,29622,21466,4181,9644,2746,430
HG02895,38573,29509,21522,4211,9599,2797,444
HG02792,33373,23738,19420,3435,7881,2274,363
HG01086,33661,24270,19507,3551,7940,2319,344
HG02922,38666,29902,21544,4270,9612,2818,422
HG01098,33458,24327,19337,3549,7968,2262,342
HG02805,38374,28440,21370,4195,9576,2794,439
HG01101,33858,24589,19644,3528,7999,2335,352
HG02977,38752,29880,21615,4240,9626,2850,421
HG02817,38549,29683,21508,4180,9583,2837,441
HG01113,32919,23354,19124,3401,7800,2258,336
HG03007,32984,23007,19225,3440,7724,2246,349
HG01125,33616,24238,19447,3515,8050,2245,359
HG03019,32954,22858,19143,3390,7848,2236,337
HG02759,38271,28267,21450,4169,9429,2802,421
HG01137,32844,23091,19076,3387,7819,2204,358
HG03021,33142,23409,19265,3415,7853,2265,344
HG01149,33538,24124,19427,3466,7984,2315,346
HG01168,33045,23699,19195,3404,7874,2239,333
HG02778,33028,23156,19173,3419,7855,2243,338
HG03040,38439,29641,21517,4204,9462,2828,428
HG02780,32613,21661,19060,3366,7637,2211,339
HG01334,32550,22924,19023,3402,7620,2187,318
HG03045,38583,29865,21547,4206,9588,2811,431
HG01341,32700,22680,19070,3413,7693,2180,344
HG03052,39250,30496,21821,4343,9773,2880,433
HG02982,38749,30137,21559,4275,9645,2839,431
HG03057,38977,30118,21700,4299,9708,2818,452
HG03012,33338,23896,19364,3431,7909,2283,351
HG01353,32870,23542,19139,3382,7776,2230,343
HG02737,33238,23585,19290,3424,7909,2268,347
HG02756,38786,29863,21521,4235,9654,2902,474
HG02836,38427,29731,21487,4250,9502,2764,424
HG01360,33303,24068,19315,3425,7922,2288,353
HG02763,38124,28516,21299,4149,9479,2768,429
HG02855,38701,29899,21588,4213,9585,2886,429
HG01365,33650,24404,19541,3493,7990,2283,343
HG02768,38920,30001,21764,4233,9663,2818,442
HG01372,32842,23193,19140,3334,7775,2239,354
HG02879,38629,29763,21497,4357,9487,2849,439
HG01377,33665,24266,19469,3584,7938,2317,357
HG02775,33117,23412,19262,3476,7779,2256,344
HG02881,38471,29010,21480,4250,9546,2771,424
HG02787,33206,23432,19281,3464,7854,2240,367
HG01531,32761,22779,19116,3365,7740,2213,327
HG03024,38818,29726,21598,4303,9709,2764,444
HG01536,32688,23307,19142,3377,7620,2206,343
HG02799,38436,29751,21531,4160,9560,2743,442
HG01550,33118,23835,19251,3488,7824,2222,333
HG02807,38733,30007,21671,4270,9579,2771,442
HG03048,38680,29892,21558,4233,9570,2848,471
HG02814,38877,30141,21676,4270,9662,2826,443
HG03064,39136,30207,21651,4279,9878,2895,433
HG03055,39257,30472,21866,4241,9823,2887,440
HG01586,33103,23477,19225,3452,7886,2192,348
HG03069,39285,30496,21873,4323,9759,2876,454
HG01435,32971,23139,19203,3423,7761,2241,343
HG03088,38780,29964,21647,4254,9552,2873,454
HG01447,33376,24070,19378,3499,7929,2242,328
HG03095,38972,30288,21644,4337,9681,2860,450
HG03118,38770,29983,21558,4261,9649,2852,450
HG03120,38844,30016,21651,4264,9668,2823,438
HG01459,32851,23501,19190,3383,7736,2220,322
HG02941,38844,30025,21669,4171,9738,2850,416
HG01461,33806,24654,19532,3549,8092,2293,340
HG02946,38927,30062,21812,4314,9557,2810,434
HG03132,38962,29926,21629,4266,9742,2881,444
HG02953,38498,29539,21461,4200,9623,2760,454
HG01593,32520,22433,19011,3331,7680,2158,340
HG01598,32440,22359,19034,3370,7557,2162,317
HG03074,39156,30304,21695,4302,9812,2900,447
HG03079,38835,30071,21631,4255,9652,2845,452
HG01606,32738,23213,19022,3417,7708,2249,342
HG02725,33309,23435,19405,3448,7888,2212,356
HG03081,39472,30859,21853,4334,9851,2966,468
HG01613,32736,23213,19066,3417,7734,2184,335
HG03103,38701,29552,21613,4277,9554,2825,432
HG03086,38960,30144,21654,4284,9764,2832,426
HG01384,33219,23824,19234,3436,7964,2258,327
HG03108,38889,30136,21797,4236,9649,2761,446
HG02944,38721,29848,21607,4196,9652,2848,418
HG01389,32530,22093,18905,3371,7722,2199,333
HG02968,38705,29925,21591,4220,9590,2861,443
HG03115,38532,29530,21435,4249,9549,2849,450
HG02970,38648,29846,21519,4280,9617,2801,431
